School ID ,VisitorCheckInAndBadges,BuildingAccessControlled,GroundsAccessControlled,MetalDetectors,RandomMetalDetectors,ClosedCampusLunch,RandomDogSniff,ContrabandSweeps,AthleteDrugTesting,ExtracurricularDrugTesting,Uniforms,DressCode,Lockers,SilentAlarms,ClearBags,ElecNotifSystem,StudentPhotoID,ThreatReportingSystem,StaffPhotoID,SecurityCamera,ClassTelephones,TwoWayRadios,LimitedSocialNetwork,ProhibitedPhones,PreventionTraining,PeerMediation,BehavioralModification,StudentCourt,StudentCounseling,RestorativeCircles,IndivMentoringStudents,IndivMentoringAdults,EnrichmentActivities,SocialEmotionalTraining,CommunitySense,ThreatAssessmentTeam,LGBTQGroup,DisabilityGroup,CulturalDiversityGroup,ParentTraining,SchoolParentPrograms,LawEnforcementSchool,LawEnforcementActivities,LawEnforcementProblemParticipation,LawEnforcementPreventionParticipation,LawEnforcementStudentMentoring,LawEnforcementTeaching,LawEnforcementReporting,LawEnforcementDisciplinePolicies,LawEnforcementArrestPolicies,LawEnforcementReportingPolicies,MentalHealthTreatment1,MentalHealthTreatment2,TeacherTrainingClassroomMgmt,TeacherTrainingBullying,TeacherTrainingViolence,TeacherTrainingDA,TeacherTrainingSafety,TeacherTrainingIntervention,TeacherTrainingWarningSigns,TeacherTrainingDAAbuse,TeacherTrainingBehavioralIntervention,TeacherTrainingCrisisPrevention,SchoolShootings,Arrests,HateCrimes,RacialTensions,StudentBullying,StudentSexualHarassment,VerbalAbuse,SexualOrientationHarassment,WidespreadDisorder,GenderIdentityHarassment,ActsofDisrespect,GangActivities,PctLimitedEnglish,PctSpecialEd,PctBelow15Percentile,PctLikelyCollege,PctAcademicAchievement,ClassroomChangeAvg,StudentAreaCrime,SchoolAreaCrime,PctAverageDailyAttendance,TotalDisciplinaryActions,TotalIncidentsReported,TotalIncidentsReportedPolice,TotalSeriousViolentIncidents,TotalSeriousViolentIncidentsPolice,TotalSpecializedTransfers,TotalViolentIncidents,TotalViolentIncidentsPolice,TotalFirearmActions,TotalDrugActions,TotalWeaponActions,TotalDisruptions,TotalFightActions,TotalAlcActions,FTSecurityCount,PTSecurityCount,Urbanicity,GradeLevel,SchoolSize,PctWhiteStudents
2472,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,2,2,2,4,4,4,5,5,2,5,2,15,27,40,35,6,4,3,93,10,10,1,1,1,0,7,1,0,0,1,0,9,0,1,0,2,2,3,2
2473,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,0,1,0,0,0,1,1,0,1,2,4,4,4,4,4,5,4,4,5,16,7,2,90,99,6,4,2,97,19,32,14,1,1,0,19,3,0,4,3,0,12,0,1,1,2,2,3,4
2474,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,NA,NA,0,1,1,0,0,1,1,0,1,1,1,1,0,1,2,3,3,4,3,4,3,4,3,3,7,10,20,50,50,6,4,3,95,5,17,6,0,0,0,10,6,0,1,0,1,4,0,0,1,2,2,3,3
2475,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,0,1,1,0,0,1,1,0,1,2,3,3,4,3,4,4,4,3,5,10,20,5,98,90,8,4,3,98,1,4,1,0,0,0,2,0,0,0,0,0,1,0,0,0,2,2,3,2
2478,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,NA,NA,NA,0,1,0,1,1,0,1,1,0,0,0,1,0,1,2,4,4,4,4,4,5,4,4,5,2,9,10,90,90,9,3,3,98,3,7,2,0,0,1,3,1,0,0,1,0,2,0,0,1,2,2,3,3
2481,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,2,4,2,4,4,4,4,4,4,4,2,40,30,30,45,7,3,2,93,44,38,0,0,0,2,33,0,0,2,0,0,42,0,2,0,2,2,3,4
2486,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,1,0,1,0,1,1,0,1,2,4,4,4,5,4,4,5,2,5,7,10,5,85,85,8,2,3,90,44,5,0,0,0,0,5,0,0,0,0,0,44,0,1,0,2,2,3,4
2487,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0,2,2,4,3,4,4,5,5,5,4,5,0,11,8,80,90,9,3,3,96,6,3,0,0,0,0,2,0,0,0,0,0,6,0,0,1,2,2,3,2
2489,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,1,2,4,4,5,5,5,5,5,5,5,1,16,2,95,100,8,3,3,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,3,2
2490,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,0,0,1,0,0,1,2,4,3,4,4,4,5,4,4,5,3,18,10,70,40,9,3,3,95,8,33,3,0,0,0,26,0,0,0,0,1,4,4,3,0,2,2,3,4
2491,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,1,1,0,1,1,1,0,1,2,4,3,4,5,5,5,5,4,5,1,14,2,85,85,7,3,3,96,3,5,4,1,1,0,3,2,0,0,0,0,2,1,0,0,2,2,3,3
2492,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,2,5,4,4,5,5,5,5,5,5,1,25,10,80,60,8,3,3,95,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,2,2,3,2
2493,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,1,1,1,1,1,1,0,1,2,4,3,4,4,4,4,4,2,5,2,20,26,65,40,8,3,3,96,26,35,1,0,0,0,27,0,0,0,4,1,22,0,1,0,2,2,3,4
2495,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,1,1,1,0,0,1,0,1,2,5,4,4,5,5,5,5,4,5,0,11,1,99,95,8,3,3,96,5,3,0,0,0,0,3,0,0,0,0,0,5,0,0,0,2,2,3,2
2496,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,4,3,4,4,4,5,5,4,5,1,18,10,90,90,7,3,3,95,3,6,0,0,0,0,3,0,0,0,0,0,3,0,3,0,2,2,3,4
2499,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,4,4,4,5,4,5,5,5,5,1,12,10,75,85,8,3,3,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,3,4
2501,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,NA,NA,NA,0,0,1,1,1,0,1,1,0,1,1,0,0,1,2,5,4,4,5,5,5,5,4,5,1,17,15,75,80,10,2,2,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,2
2502,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,NA,NA,NA,1,0,1,1,1,1,1,1,1,1,1,1,0,1,2,5,4,4,5,5,5,5,5,5,0,11,1,95,95,9,3,3,97,1,2,0,0,0,0,1,0,0,0,0,1,1,0,0,1,2,2,3,3
2503,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,1,1,0,0,0,1,0,0,1,2,4,4,4,4,5,5,5,4,5,1,20,8,75,80,9,4,3,95,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,3
2504,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,2,2,5,4,4,5,5,5,5,4,5,10,14,25,40,75,9,2,2,96,23,13,2,0,0,0,11,0,0,1,1,0,21,0,2,0,2,2,3,4
2505,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,1,1,1,0,0,0,1,0,1,2,5,4,4,5,5,5,5,5,5,0,6,20,96,98,9,3,3,97,11,1,1,0,0,0,0,0,0,0,11,0,0,0,0,0,2,2,3,2
2507,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,2,2,4,3,3,3,3,3,3,2,3,25,25,80,30,50,6,1,1,95,9,15,13,2,2,0,6,4,0,1,0,0,8,0,6,1,2,2,3,4
2508,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,1,1,1,1,1,1,1,0,1,2,4,4,4,5,4,5,4,4,5,1,12,0,98,98,7,3,3,98,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,2,2,3,2
2509,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,0,1,0,0,0,1,1,0,1,2,5,4,5,4,5,5,5,4,5,2,12,5,90,100,8,3,3,98,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,2,3,3
2510,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,4,2,4,4,5,5,5,4,5,1,23,5,95,95,9,3,3,90,3,13,0,0,0,0,3,0,0,0,1,0,2,0,1,0,2,2,3,3
2512,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,NA,NA,NA,0,0,1,1,1,1,1,0,1,0,1,1,0,1,2,4,3,5,4,5,5,5,4,5,18,8,35,88,50,6,3,3,97,6,6,0,0,0,0,5,0,0,0,0,0,6,0,0,1,2,2,3,4
2513,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,0,1,1,1,0,1,2,4,4,4,5,5,5,5,4,5,1,10,5,95,95,5,3,3,97,11,21,1,0,0,0,4,1,0,4,2,0,5,0,2,0,2,2,3,2
2514,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,0,1,1,0,0,1,1,0,1,2,4,2,4,5,4,5,4,4,5,5,12,2,99,100,8,3,3,97,1,13,3,0,0,0,10,3,0,0,0,0,1,0,3,0,2,2,3,3
2515,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,5,4,5,4,5,5,5,4,5,3,18,5,95,90,9,2,3,97,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,3,2
2519,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,5,3,4,4,5,4,5,4,5,40,20,5,75,85,7,4,3,96,6,6,0,0,0,0,6,0,0,0,0,1,6,0,4,1,2,2,3,3
2522,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,0,1,1,0,1,1,1,0,1,2,5,4,2,5,2,5,4,5,5,3,10,3,95,95,9,3,3,98,4,4,0,0,0,0,4,0,0,0,0,0,4,0,3,0,2,2,3,3
2523,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,NA,NA,NA,0,0,1,1,1,1,1,0,0,0,1,0,0,3,2,4,4,4,4,5,4,5,4,5,0,20,2,90,98,8,3,3,98,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,1,2,2,3,2
2526,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,2,4,2,5,2,4,4,4,2,5,0,18,30,30,45,9,3,2,93,68,48,24,0,0,0,27,4,2,11,2,0,51,2,1,0,2,2,3,2
2527,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,NA,NA,NA,0,1,1,1,1,1,1,1,1,1,1,1,0,1,2,4,4,4,4,4,4,4,4,4,4,16,4,40,40,6,4,3,95,41,43,4,0,0,3,37,2,0,1,0,0,39,1,1,0,2,2,3,4
2528,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,NA,NA,0,0,1,1,1,1,1,1,0,0,1,1,0,1,2,4,3,4,4,4,5,4,5,5,15,16,20,85,85,10,3,3,95,10,160,0,0,0,0,160,0,0,0,0,1,10,0,1,0,2,2,3,3
2530,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,NA,NA,NA,1,0,0,1,1,0,1,1,1,1,1,1,0,1,2,4,4,4,4,4,5,4,4,5,2,16,3,65,70,8,3,3,95,31,43,1,0,0,0,37,0,0,0,3,0,28,0,1,1,2,2,3,3
2531,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,NA,NA,NA,0,1,1,1,1,1,1,0,0,0,1,1,0,1,2,4,2,2,3,3,4,4,1,5,10,25,20,60,50,6,3,3,96,63,43,6,0,0,0,34,5,0,1,2,0,60,0,0,1,2,2,3,2
2532,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,2,2,2,4,5,4,5,4,5,4,5,3,12,5,95,95,6,3,3,91,64,15,7,0,0,8,2,2,0,9,0,0,55,0,1,1,2,2,3,4
2535,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,NA,NA,NA,0,1,1,1,0,0,0,0,0,0,1,0,0,1,2,4,4,5,4,5,5,5,4,5,8,12,10,75,90,8,4,3,94,19,63,0,0,0,0,45,0,0,0,4,0,15,0,0,1,2,2,3,2
2536,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,1,0,1,0,1,1,0,2,1,4,4,4,4,4,5,4,1,5,1,17,10,80,90,8,4,3,96,32,39,5,0,0,0,38,4,0,0,0,0,32,0,0,0,2,2,3,2
2541,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,4,4,5,4,4,5,4,5,5,0,5,15,80,85,6,3,3,93,12,14,1,0,0,0,11,0,0,0,0,1,12,0,0,3,2,2,3,4
2544,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,NA,NA,NA,0,0,1,1,1,1,1,1,1,1,1,1,0,2,2,4,4,5,4,5,4,5,4,5,1,8,5,70,85,8,3,3,95,8,11,3,0,0,0,9,2,0,0,2,0,6,0,0,2,2,2,3,2
2545,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,1,0,0,0,0,0,0,1,2,4,4,4,4,4,5,5,4,5,1,11,10,60,75,7,3,3,94,10,6,1,0,0,0,5,0,0,0,0,0,10,0,0,0,2,2,3,1
2546,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,2,5,4,5,4,5,5,5,4,5,3,14,3,96,98,6,3,3,87,6,5,1,0,0,0,4,0,0,0,0,0,6,0,1,0,2,2,3,2
2547,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,2,4,4,4,4,4,5,5,5,5,2,11,10,80,95,6,3,3,95,13,26,0,0,0,0,16,0,0,3,0,1,10,0,0,1,2,2,3,3
2548,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,NA,NA,NA,0,0,1,0,1,0,1,0,0,0,1,1,0,2,2,4,3,4,4,4,4,4,4,5,1,10,15,75,50,8,3,3,96,2,7,2,0,0,0,5,0,0,1,0,1,1,0,0,1,2,2,3,2
2550,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,4,4,4,4,5,4,5,1,10,10,40,85,8,3,3,95,3,44,1,0,0,0,10,1,0,0,0,1,3,0,0,0,2,2,3,3
2552,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,1,0,1,0,0,0,1,0,0,1,2,4,4,4,5,5,5,5,4,4,37,16,20,30,65,7,2,2,94,34,57,2,1,1,0,37,1,0,6,1,1,27,0,0,0,2,2,3,3
2555,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,NA,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,2,4,3,4,4,5,5,4,4,5,20,30,22,60,60,7,3,3,98,4,3,3,1,1,2,1,1,0,0,4,0,0,0,1,0,2,2,3,3
2556,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,4,2,4,4,4,4,4,4,4,4,5,11,18,20,40,45,9,3,3,95,13,16,16,0,0,5,11,11,0,2,1,0,10,0,0,1,2,2,3,4
2559,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,1,1,1,0,1,1,0,1,2,3,1,4,3,4,3,3,3,5,2,11,15,70,80,6,2,3,98,5,5,0,0,0,0,5,0,0,0,0,0,5,0,1,0,2,2,3,3
2560,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,2,4,3,4,4,4,5,5,5,5,1,11,10,80,90,6,3,3,97,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,2,2,2,3,2
2561,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,0,1,0,0,0,1,1,0,1,2,4,4,4,4,5,5,5,4,5,3,12,8,75,85,4,3,3,98,8,3,1,0,0,0,3,1,0,0,0,0,8,0,0,1,2,2,3,3
2564,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,2,4,2,4,4,5,5,5,4,5,0,9,1,90,90,9,3,3,95,2,2,0,0,0,0,2,0,0,0,0,0,2,0,1,0,2,2,3,2
2568,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,4,2,4,4,4,4,4,4,5,4,13,0,75,85,9,2,3,96,6,9,6,0,0,2,5,2,0,0,4,0,2,0,0,4,2,2,3,4
2569,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,1,1,1,0,1,1,0,2,2,4,2,4,3,4,4,4,2,5,3,20,25,95,80,8,4,3,6,31,36,5,0,0,0,33,2,0,0,1,0,30,0,0,0,2,2,3,3
2571,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,1,1,1,1,1,1,1,0,3,2,4,3,4,3,5,4,5,3,4,0,21,30,40,40,8,1,1,96,55,99,8,1,1,9,84,5,0,0,0,0,55,0,0,1,2,2,3,4
2572,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,NA,NA,0,1,1,1,1,0,1,1,0,0,0,0,0,1,2,4,3,4,5,5,5,4,3,5,10,20,20,50,50,5,4,3,98,16,42,2,0,0,1,33,1,0,0,0,0,16,0,1,0,2,2,3,3
2573,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,2,2,4,3,4,4,4,5,4,4,5,19,73,17,60,70,8,3,3,99,3,5,1,0,0,1,2,1,0,0,0,1,3,0,1,0,2,2,3,3
