School ID ,VisitorCheckInAndBadges,BuildingAccessControlled,GroundsAccessControlled,MetalDetectors,RandomMetalDetectors,ClosedCampusLunch,RandomDogSniff,ContrabandSweeps,AthleteDrugTesting,ExtracurricularDrugTesting,Uniforms,DressCode,Lockers,SilentAlarms,ClearBags,ElecNotifSystem,StudentPhotoID,ThreatReportingSystem,StaffPhotoID,SecurityCamera,ClassTelephones,TwoWayRadios,LimitedSocialNetwork,ProhibitedPhones,PreventionTraining,PeerMediation,BehavioralModification,StudentCourt,StudentCounseling,RestorativeCircles,IndivMentoringStudents,IndivMentoringAdults,EnrichmentActivities,SocialEmotionalTraining,CommunitySense,ThreatAssessmentTeam,LGBTQGroup,DisabilityGroup,CulturalDiversityGroup,ParentTraining,SchoolParentPrograms,LawEnforcementSchool,LawEnforcementActivities,LawEnforcementProblemParticipation,LawEnforcementPreventionParticipation,LawEnforcementStudentMentoring,LawEnforcementTeaching,LawEnforcementReporting,LawEnforcementDisciplinePolicies,LawEnforcementArrestPolicies,LawEnforcementReportingPolicies,MentalHealthTreatment1,MentalHealthTreatment2,TeacherTrainingClassroomMgmt,TeacherTrainingBullying,TeacherTrainingViolence,TeacherTrainingDA,TeacherTrainingSafety,TeacherTrainingIntervention,TeacherTrainingWarningSigns,TeacherTrainingDAAbuse,TeacherTrainingBehavioralIntervention,TeacherTrainingCrisisPrevention,SchoolShootings,Arrests,HateCrimes,RacialTensions,StudentBullying,StudentSexualHarassment,VerbalAbuse,SexualOrientationHarassment,WidespreadDisorder,GenderIdentityHarassment,ActsofDisrespect,GangActivities,PctLimitedEnglish,PctSpecialEd,PctBelow15Percentile,PctLikelyCollege,PctAcademicAchievement,ClassroomChangeAvg,StudentAreaCrime,SchoolAreaCrime,PctAverageDailyAttendance,TotalDisciplinaryActions,TotalIncidentsReported,TotalIncidentsReportedPolice,TotalSeriousViolentIncidents,TotalSeriousViolentIncidentsPolice,TotalSpecializedTransfers,TotalViolentIncidents,TotalViolentIncidentsPolice,TotalFirearmActions,TotalDrugActions,TotalWeaponActions,TotalDisruptions,TotalFightActions,TotalAlcActions,FTSecurityCount,PTSecurityCount,Urbanicity,GradeLevel,SchoolSize,PctWhiteStudents
1046,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,2,4,3,5,4,4,4,4,4,5,15,20,30,70,75,2,3,3,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,4
1047,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,0,1,0,0,0,1,0,0,1,2,5,4,5,4,5,5,5,4,5,10,10,5,95,95,1,3,3,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,3
1048,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,1,1,1,0,1,1,0,1,2,4,4,4,4,4,4,4,4,5,8,13,20,80,80,4,3,3,96,0,8,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,1,3,3
1049,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,NA,NA,NA,1,1,1,1,0,0,1,1,0,0,1,1,0,1,2,5,4,5,4,5,5,5,5,5,30,10,20,70,90,4,3,3,5,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,2,1,3,4
1053,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,NA,NA,NA,1,1,1,1,1,1,1,0,0,0,1,1,0,1,2,4,4,5,3,5,5,5,4,5,40,20,20,50,50,3,3,3,92,6,60,0,0,0,0,55,0,0,0,0,1,6,0,0,1,2,1,3,4
1054,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,0,1,1,0,1,2,5,4,4,4,5,4,5,4,5,5,21,10,75,90,4,4,3,95,10,4,4,0,0,0,4,4,0,0,0,0,10,0,0,0,2,1,3,3
1057,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,NA,NA,NA,0,0,1,0,1,0,1,0,0,0,1,1,0,1,2,4,4,5,4,5,5,5,4,5,6,10,10,75,75,5,3,3,97,5,13,7,0,0,0,7,1,0,0,5,4,0,0,0,2,2,1,3,4
1058,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,1,0,0,0,1,1,0,1,2,5,5,5,5,5,5,5,5,5,2,3,3,5,85,6,3,3,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3
1059,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,NA,NA,NA,0,0,1,1,1,1,1,0,0,0,1,1,0,1,2,4,4,4,4,5,4,5,4,5,1,11,10,50,100,0,3,3,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,4
1061,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,1,0,0,1,2,5,4,4,4,5,5,5,5,5,38,56,10,64,75,4,3,3,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,3
1062,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,1,1,1,0,1,1,0,1,2,5,4,5,5,5,5,5,4,5,11,8,10,80,95,6,2,2,96,1,2,2,0,0,1,0,0,0,0,1,1,0,0,0,0,2,1,3,4
1063,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,1,0,0,0,1,1,0,1,2,4,4,5,5,5,5,5,5,5,1,10,5,90,90,6,3,3,96,3,9,2,0,0,1,7,0,0,0,0,0,3,0,0,0,2,1,3,4
1064,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,1,0,0,1,0,1,0,1,2,4,4,4,4,5,5,5,4,5,5,5,15,50,85,3,4,3,97,2,3,1,0,0,0,2,0,0,0,0,0,2,0,0,1,2,1,3,3
1065,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,0,1,0,0,0,1,1,0,1,2,4,3,5,5,5,5,5,5,5,15,11,9,85,80,4,3,3,95,2,14,5,0,0,0,14,5,0,0,0,0,2,0,0,0,2,1,3,4
1066,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,1,1,0,1,2,4,4,4,4,5,5,5,4,5,3,11,15,80,80,6,3,3,95,5,5,0,0,0,0,5,0,0,0,0,0,5,0,0,0,2,1,3,3
1068,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,0,1,0,1,0,0,1,0,1,2,5,5,5,5,5,5,5,5,5,1,13,5,70,75,2,3,3,90,6,1,0,0,0,0,1,0,0,0,0,0,6,0,0,0,2,1,3,2
1071,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,0,1,0,0,0,1,1,0,1,2,5,3,4,2,4,4,5,3,5,7,13,15,40,40,4,2,2,95,7,9,1,0,0,0,7,0,0,0,0,1,7,0,0,0,2,1,3,3
1073,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,2,3,2,3,3,5,4,5,2,4,40,11,10,40,60,6,3,3,95,15,62,0,0,0,0,45,0,0,0,0,0,15,0,0,1,2,1,3,4
1076,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,4,2,4,4,5,5,5,4,5,12,21,9,91,100,12,4,3,93,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,3,3
1082,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,5,4,4,4,4,4,4,4,5,10,12,20,40,70,0,2,2,94,5,10,0,2,0,0,8,0,0,0,1,1,4,0,1,0,2,1,3,4
1083,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,NA,NA,NA,1,0,1,0,1,0,1,1,1,0,1,1,0,1,2,4,3,4,4,5,5,5,2,5,8,22,6,51,75,6,3,3,97,6,3,0,0,0,0,3,0,0,0,0,3,6,0,1,0,2,1,3,3
1087,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,NA,NA,NA,0,0,1,1,1,0,1,0,0,0,1,1,0,1,2,5,4,5,5,5,5,5,5,5,1,14,10,95,98,6,3,3,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,2
1088,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,0,1,0,1,0,1,1,0,1,2,4,2,4,4,5,5,5,3,5,1,10,10,80,80,4,3,3,95,2,3,1,0,0,0,3,1,0,0,0,1,2,0,0,0,2,1,3,2
1089,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,1,0,0,1,2,5,4,5,5,5,5,5,5,5,0,11,0,95,100,2,3,3,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2
1090,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,0,1,0,0,0,1,1,0,1,2,4,4,5,5,5,5,5,4,5,4,9,5,90,90,5,4,3,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3
1091,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,0,1,1,0,0,1,1,0,1,2,5,4,5,5,5,5,5,5,5,7,9,7,90,90,5,3,3,95,2,6,0,0,0,0,6,0,0,0,0,0,2,0,0,0,2,1,3,2
1093,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,2,4,4,5,5,5,5,5,4,5,5,11,3,75,75,4,3,3,97,8,9,0,0,0,0,8,0,0,0,0,1,8,0,0,1,2,1,3,3
1094,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,NA,NA,NA,0,1,1,0,0,0,1,0,0,0,1,1,0,1,2,5,4,5,5,5,5,5,4,5,28,16,40,30,20,2,3,3,95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,1,3,3
1095,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,2,4,3,4,5,5,5,5,3,5,0,0,16,99,99,6,3,3,95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,3,2
1096,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,0,1,0,0,0,1,1,0,1,2,3,3,5,4,5,5,5,4,5,48,12,25,75,75,4,2,2,92,4,7,0,3,0,0,6,0,0,0,1,1,3,0,0,0,2,1,3,4
1101,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,1,0,0,1,0,1,0,1,2,4,4,5,4,5,5,5,3,5,5,17,7,75,70,7,3,3,95,12,7,1,0,0,0,6,0,0,0,0,0,12,0,0,2,2,1,3,4
1102,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,1,1,1,1,1,1,0,1,2,5,4,5,5,5,5,5,5,5,17,9,71,42,65,0,2,3,98,2,4,0,0,0,0,4,0,0,0,0,0,2,0,0,0,2,1,3,4
1103,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,0,1,0,0,0,1,0,0,1,2,4,4,5,4,5,5,5,5,5,3,23,5,100,85,2,3,3,94,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,1,3,3
1106,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,0,1,0,0,0,1,0,0,1,2,4,4,5,4,5,4,5,3,5,1,13,9,82,82,5,3,3,95,7,18,2,0,0,0,10,0,0,0,0,3,7,0,0,0,2,1,3,2
1111,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,2,5,4,5,5,5,5,5,5,5,22,14,30,70,75,0,1,1,88,0,0,0,0,0,0,0,0,0,0,0,4,0,0,16,2,2,1,3,4
1112,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,NA,NA,NA,0,1,1,1,1,0,1,1,1,0,1,0,0,1,2,5,4,4,4,5,5,5,4,5,10,10,20,80,80,0,2,2,94,4,26,0,0,0,0,26,0,0,0,0,1,4,0,0,5,2,1,3,3
1113,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,NA,NA,NA,0,0,1,1,1,0,1,1,1,0,1,1,0,1,2,5,4,5,5,5,5,5,4,5,12,12,30,60,100,6,1,3,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,4
1115,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,NA,NA,NA,0,0,1,1,0,1,1,0,0,1,1,1,0,1,2,4,4,4,4,4,5,5,4,5,0,1,2,85,85,4,3,3,100,2,27,5,1,0,0,20,2,0,0,0,0,2,0,0,1,2,1,3,2
1116,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,0,1,1,1,0,1,1,0,1,2,4,4,5,4,5,4,5,1,5,25,30,25,50,50,4,1,1,92,10,33,0,0,0,0,30,0,0,0,0,1,10,0,0,0,2,1,3,3
1118,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,0,1,0,0,0,1,1,0,1,2,4,4,5,4,5,5,5,4,5,1,9,10,80,90,5,3,3,95,20,22,0,0,0,0,20,0,0,0,0,0,20,0,0,0,2,1,3,2
1120,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,1,1,0,1,1,0,1,2,5,4,5,5,5,5,5,5,5,15,5,5,98,100,3,3,3,95,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,3,2
1121,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,1,1,0,1,2,5,4,5,5,5,5,5,5,5,5,12,7,90,95,3,3,3,95,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,3,3
1122,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,1,1,0,1,2,5,4,5,5,5,5,5,4,5,21,9,20,100,100,3,3,3,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3
1124,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,1,0,1,0,1,1,1,1,0,0,0,0,0,1,2,4,4,5,4,5,5,5,3,5,10,30,25,75,50,1,2,3,95,6,4,0,0,0,0,4,0,0,0,0,0,6,0,0,1,2,1,3,3
1125,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,1,0,1,1,1,1,1,0,1,1,0,1,2,5,4,5,5,5,5,5,4,5,1,5,0,100,100,6,3,3,98,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,2
1126,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,NA,NA,NA,0,0,1,1,1,1,1,1,1,1,1,1,0,1,2,5,4,5,5,5,5,5,5,5,7,10,6,75,100,6,4,3,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,3,3
1127,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,1,1,1,1,1,1,0,1,2,5,4,5,5,5,5,5,4,5,13,10,8,60,90,5,3,3,95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2
1129,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,2,5,4,5,4,5,4,5,4,5,3,12,30,100,100,4,3,3,94,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,1,3,4
1130,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,1,1,0,1,2,4,4,4,4,5,5,5,4,5,4,13,25,40,70,4,3,3,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2
1131,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,1,1,0,1,1,0,1,2,5,5,5,5,5,4,5,4,5,2,10,85,50,85,8,4,3,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3
1132,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,NA,NA,NA,1,1,1,1,1,0,1,0,1,0,1,1,0,1,2,5,4,5,3,5,4,5,4,5,5,15,25,35,70,4,3,3,98,5,7,0,0,0,0,7,0,0,0,0,0,5,0,0,1,2,1,3,4
1134,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,2,4,4,5,4,5,5,5,4,5,6,12,10,85,80,5,3,3,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,3,2
1135,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,NA,NA,NA,0,0,1,1,1,1,1,1,1,1,1,1,0,1,2,5,4,5,4,5,5,5,5,5,2,12,10,96,98,8,3,3,97,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,2,1,3,3
1136,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,2,4,4,4,4,4,5,5,2,5,35,6,30,15,10,4,1,1,90,5,24,1,5,0,0,14,0,0,0,2,1,3,0,1,0,2,1,3,4
1137,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,NA,NA,NA,0,0,1,1,1,0,1,0,0,0,1,0,0,1,2,4,4,4,4,5,5,5,4,5,0,17,5,65,90,8,3,3,96,0,9,0,0,0,0,7,0,0,0,0,0,0,0,1,0,2,1,3,2
1142,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,0,1,0,0,0,1,1,0,1,2,5,4,5,5,5,5,5,4,5,5,10,2,98,98,2,3,3,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3
1143,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,NA,NA,NA,0,0,1,1,1,0,1,1,0,0,1,1,0,1,2,4,4,5,4,5,5,5,5,5,11,7,0,80,98,6,3,3,98,6,27,1,0,0,0,25,1,0,0,0,0,6,0,0,4,2,1,3,4
1144,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,NA,NA,NA,0,0,1,1,1,0,1,0,0,0,1,1,0,1,2,3,2,5,4,5,4,5,4,5,34,8,30,9,100,4,1,2,97,14,16,0,0,0,0,14,0,0,0,0,0,14,0,1,1,2,1,3,4
1145,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,NA,NA,NA,0,0,1,1,1,0,1,1,1,0,1,1,0,1,2,4,4,5,4,4,5,4,4,5,3,10,6,90,89,4,3,3,97,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,2,1,3,4
