VisitorCheckInAndBadges,SchoolShootings,Arrests,HateCrimes,RacialTensions,StudentBullying,StudentSexualHarassment,VerbalAbuse,SexualOrientationHarassment,WidespreadDisorder,GenderIdentityHarassment,ActsofDisrespect,GangActivities,PctLimitedEnglish,PctSpecialEd,PctBelow15Percentile,PctLikelyCollege,PctAcademicAchievement,ClassroomChangeAvg,StudentAreaCrime,SchoolAreaCrime,PctAverageDailyAttendance,TotalDisciplinaryActions,TotalIncidentsReported,TotalIncidents,TotalIncidentsReportedPolice,TotalSeriousViolentIncidents,TotalSeriousViolentIncidentsPolice,TotalSpecializedTransfers,TotalViolentIncidents,TotalViolentIncidentsPolice,TotalFirearmActions,TotalDrugActions,TotalWeaponActions,TotalDisruptions,TotalFightActions,TotalAlcActions,FTSecurityCount,PTSecurityCount,Urbanicity,GradeLevel,SchoolSize,PctWhiteStudents,SchoolSecurity,SchoolProceduresRules,SchoolPreventionProgram,SchoolMentalHealthServices,SchoolTrainingProgram
1,0,1,2,5,4,5,5,5,5,5,5,5,24,16,10,80,75,4,4,3,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,4,5,7,2,6
1,0,1,2,4,4,5,5,5,5,5,4,5,27,5,0,40,80,2,3,3,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,6,4,6,0,5
1,0,1,2,5,4,5,5,5,5,5,4,5,18,13,5,90,100,3,3,3,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,8,6,9,1,8
1,0,1,2,5,2,3,4,5,5,5,4,5,1,1,15,90,90,10,3,3,90,0,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,2,2,9,5,11,2,6
1,0,1,2,4,3,4,2,4,3,4,2,5,5,6,7,30,30,10,3,3,93,21,14,35,0,0,0,0,10,0,0,0,0,3,21,0,0,0,1,1,2,3,7,3,12,1,10
1,0,1,2,5,4,5,4,4,5,5,4,5,5,7,10,90,95,4,3,3,98,10,16,26,0,0,0,0,15,0,0,0,0,1,10,0,0,0,1,1,2,3,4,3,12,0,7
1,0,2,2,5,4,5,4,5,4,5,4,5,20,18,45,25,25,6,4,2,95,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,1,1,2,4,9,6,9,0,5
1,0,1,2,5,4,5,5,5,5,5,5,5,6,10,10,75,80,8,3,3,95,0,12,12,0,0,0,0,12,0,0,0,0,0,0,0,0,1,1,1,2,3,8,4,7,1,2
1,0,1,2,4,4,5,5,4,5,5,4,5,6,14,25,100,100,3,2,1,94,19,72,91,0,0,0,0,71,0,0,0,0,0,19,0,1,1,1,1,2,4,8,7,11,0,7
1,0,1,2,4,4,4,4,5,5,5,3,5,65,20,65,20,25,4,1,3,89,3,10,13,0,0,0,0,8,0,0,0,0,2,3,0,0,0,1,1,2,4,6,8,11,1,6
1,0,1,2,4,4,5,4,5,5,5,4,5,11,25,15,95,75,3,1,1,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,4,4,6,15,0,9
1,0,1,2,4,4,5,4,5,5,5,4,5,23,21,10,75,90,4,3,3,96,2,22,24,8,1,0,0,21,7,0,0,0,0,2,0,1,0,1,1,2,4,7,5,9,0,8
1,0,2,2,4,5,4,4,4,5,4,4,5,40,20,60,50,100,2,3,3,93,1,5,6,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,2,4,6,3,13,2,7
1,0,1,2,2,1,3,4,5,4,5,4,4,55,14,17,20,32,8,2,3,96,15,16,31,2,0,0,0,8,1,0,2,2,2,11,0,0,1,1,1,2,4,8,6,3,0,6
1,0,1,2,5,4,5,5,5,4,5,5,5,56,6,100,5,25,0,2,2,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,7,5,10,0,0
1,0,1,2,4,4,4,5,5,5,5,4,5,10,15,15,85,80,4,4,3,95,4,8,12,0,0,0,0,7,0,0,0,0,0,4,0,1,0,1,1,2,4,6,7,12,0,5
1,0,1,2,5,4,4,4,5,4,5,4,5,21,23,44,10,30,3,1,1,93,6,2,8,0,0,0,1,2,0,0,0,0,1,6,0,1,2,1,1,2,4,10,7,15,2,8
1,0,1,2,4,4,5,4,5,5,5,3,5,7,12,10,80,80,6,3,3,98,0,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,2,3,5,4,7,1,8
1,0,1,2,5,4,5,5,5,5,5,4,5,27,10,15,85,85,4,4,3,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,6,6,9,0,10
1,0,1,2,4,4,5,4,5,5,5,4,5,13,13,8,100,90,3,3,3,97,4,11,15,2,0,0,0,9,0,0,0,1,0,3,0,0,5,1,1,2,4,9,4,7,1,8
1,0,1,2,5,4,5,5,5,5,5,4,5,30,5,12,35,65,4,2,2,95,1,15,16,2,0,0,0,5,2,0,0,0,0,1,0,1,0,1,1,2,4,8,2,11,1,5
1,0,1,2,4,4,5,5,5,5,5,4,5,3,8,1,75,95,6,3,3,96,6,6,12,0,0,0,0,6,0,0,0,0,0,6,0,1,0,1,1,2,4,9,4,11,1,10
1,0,1,2,4,4,5,5,5,5,5,4,5,6,12,3,95,95,3,4,3,98,2,3,5,1,0,0,0,2,0,0,0,0,0,2,0,0,0,1,1,2,3,8,4,11,1,10
1,0,2,2,5,4,5,4,5,5,5,4,5,15,13,20,70,60,8,1,1,90,47,11,58,1,0,0,0,9,0,0,0,0,1,47,0,2,0,1,1,2,4,9,7,14,1,7
1,0,1,2,5,4,5,4,5,5,5,3,5,3,12,25,50,90,3,3,3,95,8,7,15,0,0,0,0,2,0,0,0,0,0,8,0,0,0,1,1,2,2,9,5,11,2,6
1,0,1,2,3,4,4,4,4,5,4,3,5,30,18,20,50,95,2,2,3,96,0,80,80,0,0,0,0,80,0,0,0,0,0,0,0,0,0,1,1,2,3,5,5,9,0,9
1,0,1,2,5,4,5,5,5,5,5,4,5,0,10,25,20,50,6,3,2,88,8,7,15,0,0,0,0,6,0,0,0,0,1,8,0,0,1,3,4,2,3,3,6,5,0,2
1,0,1,2,4,3,4,4,5,5,4,4,5,1,15,5,75,80,11,4,3,95,9,16,25,0,0,0,0,3,0,0,1,0,1,8,0,0,0,3,4,2,2,7,3,7,0,5
0,0,1,2,4,4,5,5,5,5,5,4,5,0,11,5,50,60,8,3,3,95,4,8,12,1,0,0,0,5,0,0,0,0,0,4,0,0,1,3,4,2,1,7,7,10,0,5
1,0,2,2,4,4,4,4,4,5,4,4,4,2,13,80,20,20,5,1,1,80,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,4,5,5,9,0,10
0,0,1,2,4,4,4,4,4,4,4,5,4,5,15,80,10,50,10,1,1,70,40,172,212,2,2,2,0,22,2,0,25,0,0,10,5,0,0,1,3,1,4,6,5,6,1,2
0,0,2,2,4,4,5,4,5,5,5,4,5,15,15,70,30,80,3,4,2,70,2,2,4,1,0,0,0,0,0,0,1,1,2,0,0,1,0,1,3,1,4,5,2,3,2,3
1,0,1,2,4,3,4,2,4,4,5,2,3,2,21,20,30,10,7,1,1,80,16,57,73,0,3,0,3,38,0,0,0,1,3,15,0,12,0,1,3,1,4,6,6,10,0,5
1,0,1,2,4,4,5,5,5,5,5,4,5,80,0,80,90,90,7,2,2,93,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,5,0,1,3,1,4,2,4,10,2,5
1,0,1,2,4,4,4,4,4,4,4,4,4,16,17,39,48,100,8,4,2,88,7,10,17,5,2,2,0,9,4,0,0,0,0,7,0,10,0,1,3,1,4,9,7,14,0,10
0,0,1,2,5,4,5,4,5,4,5,4,4,25,75,40,30,90,4,3,3,70,2,4,6,0,0,0,0,4,0,0,0,0,0,2,0,1,1,1,3,1,4,8,4,11,0,10
1,0,1,2,4,4,4,3,4,3,4,3,4,5,20,95,5,50,3,1,2,55,2,4,6,0,0,0,0,1,0,0,0,0,0,2,0,2,2,1,3,1,4,8,3,10,0,10
1,0,1,2,5,2,5,2,4,4,4,1,4,0,24,53,20,80,6,1,1,91,7,29,36,3,2,2,0,10,2,0,7,0,2,0,0,3,1,1,3,1,4,9,7,10,2,10
1,0,2,2,4,3,4,4,4,4,4,4,5,43,5,15,55,75,6,2,2,96,4,41,45,2,0,0,0,40,1,0,0,0,0,4,0,3,4,1,3,1,4,12,7,14,2,10
1,0,1,2,4,4,5,5,5,5,4,4,5,2,5,75,100,95,6,3,3,97,4,3,7,1,0,0,1,2,0,0,2,0,0,2,0,0,0,1,3,1,3,7,3,8,2,3
0,0,1,2,5,4,4,5,4,4,4,5,5,0,10,10,80,80,5,4,3,70,0,5,5,1,1,1,0,4,1,0,0,0,0,0,0,0,0,1,3,1,2,3,3,11,0,7
1,0,1,2,4,4,4,5,4,4,5,4,5,18,12,10,15,35,3,3,3,92,1,5,6,3,0,0,0,2,1,0,1,0,3,0,0,0,0,3,1,1,4,3,3,10,0,8
1,0,1,2,4,4,4,2,5,3,5,2,5,1,10,13,80,80,10,3,3,97,2,2,4,1,0,0,0,2,1,0,0,0,0,2,0,0,0,3,1,1,2,7,4,8,2,5
1,0,1,2,4,4,4,5,5,5,5,5,5,47,4,10,20,60,3,3,3,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,4,6,3,8,1,7
1,0,1,2,5,4,4,4,5,4,5,4,5,8,30,16,75,75,10,3,3,95,2,3,5,1,0,0,2,3,1,0,0,0,0,2,0,0,0,3,1,1,3,6,4,8,0,3
1,0,1,2,5,4,5,5,5,5,5,5,5,0,25,15,25,60,4,3,3,95,3,1,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,1,1,2,6,5,7,0,4
1,0,1,2,5,4,5,4,5,5,4,4,5,5,13,20,70,80,6,2,2,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,2,7,5,9,1,5
1,0,1,2,4,3,4,4,4,5,5,4,5,30,25,20,30,30,2,2,2,93,3,4,7,1,0,0,0,0,0,0,3,0,0,0,0,0,1,3,1,1,3,7,5,9,1,6
1,0,1,2,5,4,5,5,5,5,5,5,5,3,20,10,35,70,2,3,3,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,2,4,2,8,0,5
1,0,1,2,4,4,5,4,5,4,5,4,5,61,15,6,30,90,6,2,3,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,4,5,6,7,0,4
1,0,1,2,5,5,5,5,5,5,5,5,5,1,5,45,90,95,4,3,3,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,3,3,10,4,5,1,1
1,0,1,2,5,4,5,5,5,4,5,5,5,5,5,5,90,90,5,3,3,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,3,8,6,7,0,4
1,0,1,2,4,4,4,4,5,4,5,4,5,0,15,10,70,90,3,3,3,95,7,27,34,0,0,0,0,13,0,0,0,2,0,5,0,0,0,2,1,3,2,6,2,6,0,8
1,0,1,2,5,4,5,5,5,5,5,5,5,8,7,2,95,95,1,4,3,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,4,7,4,15,2,10
1,0,1,2,5,4,5,5,5,5,5,5,5,46,10,30,60,50,2,3,3,94,4,3,7,2,0,0,2,3,2,0,0,0,0,4,0,0,1,2,1,3,4,8,2,6,1,1
1,0,1,2,5,4,4,4,5,5,5,4,5,17,16,5,70,95,5,3,3,94,8,8,16,0,0,0,0,8,0,0,0,0,2,8,0,0,0,2,1,3,3,8,5,6,0,8
0,0,1,2,3,3,4,4,4,5,4,5,5,13,13,13,80,90,6,3,3,98,4,2,6,1,0,0,0,2,1,0,0,0,0,4,0,0,0,2,1,3,4,3,4,5,0,2
1,0,1,2,4,2,4,4,4,2,4,4,5,32,9,14,40,40,4,2,2,98,20,27,47,0,3,0,0,21,0,0,0,1,0,19,0,0,0,2,1,3,4,4,4,6,0,4
1,0,1,2,4,4,4,5,5,5,5,5,5,84,8,35,30,90,2,2,2,97,0,3,3,2,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,3,4,6,5,7,0,6
1,0,1,2,4,4,4,4,4,4,5,3,4,23,14,30,65,85,3,2,2,96,0,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,3,4,8,6,13,1,8
1,0,1,2,5,4,5,5,5,5,5,4,5,15,5,2,80,95,0,3,3,96,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,3,4,5,3,8,1,10
1,0,1,2,4,4,4,5,3,5,5,5,5,30,5,0,90,95,4,3,3,98,2,2,4,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,1,3,4,8,2,10,1,3
1,0,1,2,4,4,4,5,5,5,5,5,5,60,2,5,60,75,2,3,3,96,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,4,6,6,10,1,5
1,0,1,2,4,3,4,5,5,5,5,5,5,5,10,15,85,95,2,3,3,92,20,23,43,23,10,10,0,20,20,0,0,0,0,20,0,0,0,2,1,3,3,7,5,9,2,6
1,0,1,2,4,2,4,4,5,4,5,4,5,25,15,15,70,85,1,4,3,94,4,9,13,2,0,0,0,7,0,0,0,0,1,4,0,0,1,2,1,3,4,4,5,10,2,2
1,0,1,2,2,1,4,2,4,3,4,1,5,47,6,40,10,50,6,1,1,93,1,6,7,2,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,3,4,6,6,10,2,6
1,0,1,2,5,4,4,5,5,4,5,5,5,2,8,5,90,95,2,3,3,96,12,1,13,0,0,0,0,1,0,0,0,0,0,12,0,0,0,2,1,3,3,8,5,6,2,9
1,0,1,2,5,3,4,5,4,4,4,5,4,90,8,85,50,85,4,1,1,96,4,4,8,0,0,0,0,4,0,0,0,0,0,4,0,0,0,2,1,3,4,6,5,7,1,4
1,0,1,2,4,4,4,4,5,4,5,5,5,35,25,15,50,30,2,2,2,95,13,17,30,0,0,0,3,15,0,0,0,0,2,13,0,0,0,2,1,3,4,8,5,11,2,5
1,0,1,2,4,4,5,5,5,5,5,5,5,35,6,2,95,95,4,3,3,95,0,16,16,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,3,4,6,2,15,2,4
1,0,1,2,4,4,4,4,5,4,5,4,5,18,9,70,60,60,0,3,3,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,4,3,4,12,0,6
1,0,1,2,5,3,5,5,4,4,5,2,5,34,25,20,35,35,2,4,3,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,4,6,5,5,2,10
1,0,1,2,4,4,4,4,5,5,5,5,5,12,12,10,90,50,2,3,3,95,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3,8,4,7,1,4
1,0,1,2,4,4,4,5,4,5,5,4,5,46,7,35,60,70,2,1,1,96,2,9,11,3,0,0,0,9,3,0,0,0,1,2,0,0,0,2,1,3,4,8,5,11,2,8
1,0,1,2,4,4,5,5,5,5,5,5,5,5,6,5,90,90,4,3,3,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,3,9,6,10,0,8
1,0,1,2,4,4,4,5,4,5,4,4,5,4,6,10,80,80,4,3,3,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,9,5,11,0,8
1,0,1,2,4,5,5,4,5,5,5,4,5,1,12,15,80,80,5,3,3,96,2,3,5,1,0,0,0,2,0,0,0,0,2,2,0,1,0,2,1,3,2,6,4,10,2,6
1,0,1,2,4,4,5,5,5,4,5,5,5,6,14,5,100,100,6,4,2,96,2,2,4,0,0,0,0,1,0,0,0,0,2,2,0,2,0,2,1,3,3,8,5,12,0,10
1,0,1,2,5,4,5,5,5,5,5,5,5,4,22,12,95,95,4,3,3,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,8,4,15,0,10
1,0,1,2,5,4,5,5,5,5,5,4,5,54,2,20,90,98,6,3,3,96,1,5,6,1,0,0,0,4,0,0,0,0,3,1,0,1,2,2,1,3,4,6,4,5,0,3
1,0,1,2,5,4,5,4,5,5,5,4,5,8,4,25,45,60,4,1,2,87,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,3,4,6,3,7,0,5
1,0,1,2,4,3,5,4,4,4,4,4,5,15,20,30,70,75,2,3,3,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,4,6,5,12,0,6
1,0,1,2,5,4,5,4,5,5,5,4,5,10,10,5,95,95,1,3,3,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,3,9,5,10,0,5
1,0,1,2,4,4,4,4,4,4,4,4,5,8,13,20,80,80,4,3,3,96,0,8,8,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,1,3,3,9,5,7,0,9
1,0,1,2,5,4,5,4,5,5,5,5,5,30,10,20,70,90,4,3,3,5,1,1,2,0,0,0,0,1,0,0,0,0,1,1,0,0,1,2,1,3,4,8,4,9,2,6
1,0,1,2,4,4,5,3,5,5,5,4,5,40,20,20,50,50,3,3,3,92,6,60,66,0,0,0,0,55,0,0,0,0,1,6,0,0,1,2,1,3,4,7,5,9,2,7
1,0,1,2,5,4,4,4,5,4,5,4,5,5,21,10,75,90,4,4,3,95,10,4,14,4,0,0,0,4,4,0,0,0,0,10,0,0,0,2,1,3,3,7,5,9,2,9
1,0,1,2,4,4,5,4,5,5,5,4,5,6,10,10,75,75,5,3,3,97,5,13,18,7,0,0,0,7,1,0,0,5,4,0,0,0,2,2,1,3,4,7,2,9,0,5
1,0,1,2,5,5,5,5,5,5,5,5,5,2,3,3,5,85,6,3,3,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3,5,2,6,0,5
1,0,1,2,4,4,4,4,5,4,5,4,5,1,11,10,50,100,0,3,3,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,4,7,5,8,0,7
1,0,1,2,5,4,4,4,5,5,5,5,5,38,56,10,64,75,4,3,3,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,3,9,4,7,0,3
1,0,1,2,5,4,5,5,5,5,5,4,5,11,8,10,80,95,6,2,2,96,1,2,3,2,0,0,1,0,0,0,0,1,1,0,0,0,0,2,1,3,4,6,4,13,1,7
1,0,1,2,4,4,5,5,5,5,5,5,5,1,10,5,90,90,6,3,3,96,3,9,12,2,0,0,1,7,0,0,0,0,0,3,0,0,0,2,1,3,4,6,5,8,1,5
1,0,1,2,4,4,4,4,5,5,5,4,5,5,5,15,50,85,3,4,3,97,2,3,5,1,0,0,0,2,0,0,0,0,0,2,0,0,1,2,1,3,3,8,4,11,0,3
1,0,1,2,4,3,5,5,5,5,5,5,5,15,11,9,85,80,4,3,3,95,2,14,16,5,0,0,0,14,5,0,0,0,0,2,0,0,0,2,1,3,4,9,3,10,1,6
1,0,1,2,4,4,4,4,5,5,5,4,5,3,11,15,80,80,6,3,3,95,5,5,10,0,0,0,0,5,0,0,0,0,0,5,0,0,0,2,1,3,3,8,3,4,0,4
1,0,1,2,5,5,5,5,5,5,5,5,5,1,13,5,70,75,2,3,3,90,6,1,7,0,0,0,0,1,0,0,0,0,0,6,0,0,0,2,1,3,2,5,3,7,0,6
1,0,1,2,5,3,4,2,4,4,5,3,5,7,13,15,40,40,4,2,2,95,7,9,16,1,0,0,0,7,0,0,0,0,1,7,0,0,0,2,1,3,3,8,4,8,1,6
1,0,1,2,3,2,3,3,5,4,5,2,4,40,11,10,40,60,6,3,3,95,15,62,77,0,0,0,0,45,0,0,0,0,0,15,0,0,1,2,1,3,4,9,5,9,2,5
1,0,1,2,4,2,4,4,5,5,5,4,5,12,21,9,91,100,12,4,3,93,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,3,3,11,4,11,2,10
1,0,1,2,5,4,4,4,4,4,4,4,5,10,12,20,40,70,0,2,2,94,5,10,15,0,2,0,0,8,0,0,0,1,1,4,0,1,0,2,1,3,4,7,6,12,2,10
1,0,1,2,4,3,4,4,5,5,5,2,5,8,22,6,51,75,6,3,3,97,6,3,9,0,0,0,0,3,0,0,0,0,3,6,0,1,0,2,1,3,3,7,5,13,1,7
1,0,1,2,5,4,5,5,5,5,5,5,5,1,14,10,95,98,6,3,3,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,2,7,6,9,0,6
1,0,1,2,4,2,4,4,5,5,5,3,5,1,10,10,80,80,4,3,3,95,2,3,5,1,0,0,0,3,1,0,0,0,1,2,0,0,0,2,1,3,2,7,4,9,2,6
1,0,1,2,5,4,5,5,5,5,5,5,5,0,11,0,95,100,2,3,3,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,6,3,6,0,3
1,0,1,2,4,4,5,5,5,5,5,4,5,4,9,5,90,90,5,4,3,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3,7,3,9,0,6
1,0,1,2,5,4,5,5,5,5,5,5,5,7,9,7,90,90,5,3,3,95,2,6,8,0,0,0,0,6,0,0,0,0,0,2,0,0,0,2,1,3,2,5,2,8,1,6
1,0,1,2,4,4,5,5,5,5,5,4,5,5,11,3,75,75,4,3,3,97,8,9,17,0,0,0,0,8,0,0,0,0,1,8,0,0,1,2,1,3,3,6,2,9,1,7
1,0,1,2,5,4,5,5,5,5,5,4,5,28,16,40,30,20,2,3,3,95,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,1,3,3,7,3,10,1,4
1,0,1,2,4,3,4,5,5,5,5,3,5,0,0,16,99,99,6,3,3,95,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,3,2,8,3,12,2,9
1,0,1,2,3,3,5,4,5,5,5,4,5,48,12,25,75,75,4,2,2,92,4,7,11,0,3,0,0,6,0,0,0,1,1,3,0,0,0,2,1,3,4,9,3,10,0,5
0,0,1,2,4,4,5,4,5,5,5,3,5,5,17,7,75,70,7,3,3,95,12,7,19,1,0,0,0,6,0,0,0,0,0,12,0,0,2,2,1,3,4,5,8,7,0,6
1,0,1,2,5,4,5,5,5,5,5,5,5,17,9,71,42,65,0,2,3,98,2,4,6,0,0,0,0,4,0,0,0,0,0,2,0,0,0,2,1,3,4,7,6,6,0,10
1,0,1,2,4,4,5,4,5,5,5,5,5,3,23,5,100,85,2,3,3,94,2,2,4,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,1,3,3,7,3,7,0,5
1,0,1,2,4,4,5,4,5,4,5,3,5,1,13,9,82,82,5,3,3,95,7,18,25,2,0,0,0,10,0,0,0,0,3,7,0,0,0,2,1,3,2,5,5,9,1,5
1,0,1,2,5,4,5,5,5,5,5,5,5,22,14,30,70,75,0,1,1,88,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,16,2,2,1,3,4,6,3,13,0,10
1,0,1,2,5,4,4,4,5,5,5,4,5,10,10,20,80,80,0,2,2,94,4,26,30,0,0,0,0,26,0,0,0,0,1,4,0,0,5,2,1,3,3,9,2,8,1,7
1,0,1,2,5,4,5,5,5,5,5,4,5,12,12,30,60,100,6,1,3,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,4,7,5,10,0,8
1,0,1,2,4,4,4,4,4,5,5,4,5,0,1,2,85,85,4,3,3,100,2,27,29,5,1,0,0,20,2,0,0,0,0,2,0,0,1,2,1,3,2,8,5,8,0,7
1,0,1,2,4,4,5,4,5,4,5,1,5,25,30,25,50,50,4,1,1,92,10,33,43,0,0,0,0,30,0,0,0,0,1,10,0,0,0,2,1,3,3,8,5,11,1,7
1,0,1,2,4,4,5,4,5,5,5,4,5,1,9,10,80,90,5,3,3,95,20,22,42,0,0,0,0,20,0,0,0,0,0,20,0,0,0,2,1,3,2,9,4,8,1,5
1,0,1,2,5,4,5,5,5,5,5,5,5,15,5,5,98,100,3,3,3,95,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,3,2,7,2,7,0,6
1,0,1,2,5,4,5,5,5,5,5,5,5,5,12,7,90,95,3,3,3,95,1,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,3,3,7,3,10,0,4
1,0,1,2,5,4,5,5,5,5,5,4,5,21,9,20,100,100,3,3,3,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3,7,3,12,0,4
1,0,1,2,4,4,5,4,5,5,5,3,5,10,30,25,75,50,1,2,3,95,6,4,10,0,0,0,0,4,0,0,0,0,0,6,0,0,1,2,1,3,3,7,4,9,1,5
1,0,1,2,5,4,5,5,5,5,5,4,5,1,5,0,100,100,6,3,3,98,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,2,8,5,9,0,8
1,0,1,2,5,4,5,5,5,5,5,5,5,7,10,6,75,100,6,4,3,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,3,3,9,4,9,0,10
1,0,1,2,5,4,5,5,5,5,5,4,5,13,10,8,60,90,5,3,3,95,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,7,5,10,0,10
1,0,1,2,5,4,5,4,5,4,5,4,5,3,12,30,100,100,4,3,3,94,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,1,3,4,8,3,8,1,6
1,0,1,2,4,4,4,4,5,5,5,4,5,4,13,25,40,70,4,3,3,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,8,3,8,0,3
1,0,1,2,5,5,5,5,5,4,5,4,5,2,10,85,50,85,8,4,3,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3,9,4,11,0,6
1,0,1,2,5,4,5,3,5,4,5,4,5,5,15,25,35,70,4,3,3,98,5,7,12,0,0,0,0,7,0,0,0,0,0,5,0,0,1,2,1,3,4,7,4,6,2,7
1,0,1,2,4,4,5,4,5,5,5,4,5,6,12,10,85,80,5,3,3,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,3,2,7,4,7,0,4
1,0,1,2,5,4,5,4,5,5,5,5,5,2,12,10,96,98,8,3,3,97,1,1,2,0,0,0,1,1,0,0,0,0,0,1,0,0,1,2,1,3,3,8,3,8,0,10
1,0,1,2,4,4,4,4,4,5,5,2,5,35,6,30,15,10,4,1,1,90,5,24,29,1,5,0,0,14,0,0,0,2,1,3,0,1,0,2,1,3,4,11,4,12,1,8
1,0,1,2,4,4,4,4,5,5,5,4,5,0,17,5,65,90,8,3,3,96,0,9,9,0,0,0,0,7,0,0,0,0,0,0,0,1,0,2,1,3,2,5,4,6,0,5
1,0,1,2,5,4,5,5,5,5,5,4,5,5,10,2,98,98,2,3,3,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3,7,5,14,0,6
1,0,1,2,4,4,5,4,5,5,5,5,5,11,7,0,80,98,6,3,3,98,6,27,33,1,0,0,0,25,1,0,0,0,0,6,0,0,4,2,1,3,4,5,4,11,0,7
1,0,1,2,3,2,5,4,5,4,5,4,5,34,8,30,9,100,4,1,2,97,14,16,30,0,0,0,0,14,0,0,0,0,0,14,0,1,1,2,1,3,4,5,5,12,0,6
1,0,1,2,4,4,5,4,4,5,4,4,5,3,10,6,90,89,4,3,3,97,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,2,1,3,4,8,3,10,0,8
